Date,County,POE Name,Status,Crossing Types,Lane Types,Delay,Geometry
06/01/2014 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,SENTRI,14,POINT (-117.0294681170711 32.54316318124256)
04/01/2020 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,5,POINT (-115.49633142030937 32.665128403179615)
09/01/2012 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,3,POINT (-116.62749875679889 32.57652396492499)
08/01/2018 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,13,POINT (-115.49633142030937 32.665128403179615)
03/01/2019 12:00:00 AM,San Diego,San Ysidro,Existing,Passenger,Standard,77,POINT (-117.0294681170711 32.54316318124256)
03/01/2016 12:00:00 AM,Imperial,Calexico West,Existing,Pedestrian,Standard,,POINT (-115.49633142030937 32.665128403179615)
01/01/2016 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,3,POINT (-116.62749875679889 32.57652396492499)
05/01/2021 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,8,POINT (-116.62749875679889 32.57652396492499)
07/01/2015 12:00:00 AM,Imperial,Calexico East,Existing,Pedestrian,Standard,,POINT (-115.38766748631362 32.67336532617336)
08/01/2020 12:00:00 AM,San Diego,Tecate,Existing,Commercial,Standard,9,POINT (-116.62749875679889 32.57652396492499)
02/01/2018 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,Ready,34,POINT (-115.38766748631362 32.67336532617336)
01/01/2012 12:00:00 AM,Imperial,Andrade,Existing,Passenger,Standard,23,POINT (-114.72822550381008 32.718470005577316)
02/01/2020 12:00:00 AM,San Diego,Tecate,Existing,Passenger,Standard,35,POINT (-116.62749875679889 32.57652396492499)
09/01/2018 12:00:00 AM,Imperial,Calexico East,Existing,Passenger,SENTRI,,POINT (-115.38766748631362 32.67336532617336)
03/01/2022 12:00:00 AM,San Diego,Tecate,Existing,Pedestrian,Standard,5,POINT (-116.62749875679889 32.57652396492499)
02/01/2019 12:00:00 AM,San Diego,San Ysidro,Existing,Pedestrian,Standard,,POINT (-117.0294681170711 32.54316318124256)
08/01/2021 12:00:00 AM,Imperial,Calexico East,Existing,Commercial,Standard,10,POINT (-115.38766748631362 32.67336532617336)
